Text,Type
ian malcolm,Character_Name
about dinosaurs,Plot
the cartoon version of romeo and juliet,Plot
a young boy s efforts to help a mysterious alien phone home,Plot
comic book,Genre
features the thunder god facing his brother loki for control of asgard,Plot
ingmar bergman,Director
max von sydow,Actor
playing chess with death,Plot
a group of military surgeons in the korean war,Plot
cruella devil,Character_Name
glenn close,Actor
richard attenborough,Director
failed operation market garden,Plot
a captain who gets talked into using his boat to attack an enemy warship during wwi,Plot
bing crosby,Actor
bob hope,Actor
where they ride on an elephant,Plot
jennifer aniston,Actor
gerard butler,Actor
centered around a bounty hunter hired to retrieve his ex wife,Plot
finds a cure for mutation,Plot
third installment,Relationship
popular,Opinion
franchise,Relationship
margaret mitchell,Origin
southern bell surviving during the civil war,Plot
leslie nielsen,Actor
takes place on a jet where everything goes wrong,Plot
based on a book,Origin
where food rains down from the sky like rain,Plot
steve martin,Actor
daughter is about to be married,Plot
a man who witnesses a murder from his apartment,Plot
julie andrews,Actor
nanny with a flying umbrella,Plot
1965,Year
a russian doctor and poet,Plot
omar sharif julie christie and geraldine chaplin,Actor
shocking,Opinion
john water,Director
the search for the world s filthiest people,Plot
girl with the help of her extremely long and magical hair find her way back to her original family after being kidnapped by a witch,Plot
two families not at all alike meet at martha s vineyard for a wedding,Plot
gold fever,Plot
john huston,Director
dark comedy,Genre
someone dies causing family secrets to be exposed,Plot
science fiction thriller,Genre
based on the philip k dick novel do,Origin
androids dream of electric sheep,Plot
fantasy thriller,Genre
knights capturing a witch who is accused of bringing a plague,Plot
a group of soldiers traveling the french countryside in search of one man,Plot
third installment of a series,Relationship
based on a toy line,Origin
michael bay,Director
where americans meet up with an old prospector and look for gold in the wilds of central mexico,Plot
1973,Year
linda blair,Actor
demonic child,Plot
adapted from a book,Origin
base on a book,Origin
about three kids who go through a path in a closet to a magical land,Plot
helen hunt,Actor
a mute pianist sent to new zealand,Plot
greek mythology,Origin
giant monsters and gods all fighting each other,Plot
catholic church and how they can defend against possession,Plot
a naive bucked tooth guy decides to break into the pornography industry,Plot
1941,Year
orson welles,Director
about the last words of a newspaper tycoon,Plot
alien have the ability to turn itself invisible while hunting,Plot
burt reynolds jon voight ned beatty,Actor
ronnie cox,Actor
friends out on a river trip,Plot
a family heads to an isolated hotel for the winter where an evil and spiritual presence influences the father into violence while his psychic son sees horrific forebodings from the past and of the future,Plot
stephen king s novel,Origin
errant united states bomber drops a nuclear warhead on russia due to the schemes of a mad general,Plot
bradley cooper,Actor
based on a popular 1980 s television series of the same name,Origin
american crime,Genre
ray liotta,Actor
spielberg,Director
robert mitchum,Actor
animated film,Genre
a courageous little girl who ends up being a princess,Plot
star of the film tracking down 4 space hijackers,Plot
kirsten stewart,Actor
princess,Plot
steven soderbergh,Director
gina carano,Actor
panda,Plot
po,Character_Name
who learns martial arts,Plot
jennifer lopez,Actor
alex o loughlin,Actor
tom bosley,Director
jim carrey,Actor
steven russell,Character_Name
very cerebral person,Opinion
comedy drama,Genre
a childish yet brilliant eighteenth century vienna composer,Plot
the dude got drunk in the car and threw up on the way to the wedding,Plot
wes andersen,Director
gene hackman jason schwartzman,Actor
a bounty hunter that has to retrieve his ex wife who has skipped bail,Plot
mercenaries hired by the cia,Plot
a teenager who thinks he s living next door to a vampire,Plot
denzel washington,Actor
he has to charm a lady,Plot
filmmaker who fondly remembers his boyhood and his fascination with films,Plot
shakespeare inspired love story,Origin
set in a modern setting,Plot
heath ledger,Actor
julia stiles,Actor
emotional twist about dead people,Plot
ensemble film,Genre
takes place in new york on new year s eve,Plot
ashton kutcher eva mendes jon bon jovi,Actor
rick deckard,Character_Name
a cyborg,Plot
i ll be back,Quote
dave lizewski,Character_Name
an unnoticed high school student and comic book fan who one day decides to become a super hero,Plot
action comedy,Genre
boris karloff,Actor
1935,Year
james whale,Director
twins brother and sister who reunite for thanksgiving,Plot
1950 s,Year
bette davis,Actor
an ambitious new broadway understudy that betrayed,Plot
margo channing,Actor
where he was hung and lived to seek revenge on the ones that did it,Plot
louisa may alcott s story,Origin
three sisters growing up in the 1860 s,Plot
chinese film,Genre
story of two warriors searching for a stolen sword,Plot
a boy has to kill his golden retriever after he gets rabies and tries to bite people,Plot
robert de niro sharon stone,Actor
joe pesci,Actor
a japanese retelling of,Plot
shakespeare s macbeth,Origin
romantic classic,Genre
meg ryan,Actor
widowed man and his son,Plot
a horrible monster who murders young people in their dreams,Plot
an american outlaw in chicago,Plot
dolphin is the main character,Plot
eternal,Relationship
connection between nature and humans for all time,Plot
warrior who seeks revenge against an evil sorcerer who murdered his family,Plot
rapunzel,Character_Name
tells the story about how a mother exacted revenge on a group of camp counselors who allowed her son to drown,Plot
martial arts,Genre
bruce lee,Actor
anton corbijn,Director
hitman on the run,Plot
1922,Year
f w murnau,Director
original vampire movie,Genre
unauthorized adaptation of bram stoker s dracula,Origin
box office hit,Opinion
a talking race car,Plot
allied world war ii pows as they attempt to evacuate a prison without tipping off the guards and other prisoners,Plot
lions,Plot
hakunamatata,Soundtrack
japanese,Genre
murder of a samurai from everyone s point of view including the victim,Plot
topher grace,Actor
anna faris,Actor
awkward high school genius who tries to capture the attention of his high school crush,Plot
1947,Year
macy s department store,Plot
1978,Year
zombie classic,Genre
zack snyder,Director
comedic,Genre
nia vardalos,Actor
a woman whose upcoming nuptials causes her and her family a great deal of stress,Plot
russel crowe,Actor
the life of john nash a nobel laureate in economics,Plot
do n t steal milton s stapler,Plot
threat to burn,Plot
building down,Plot
1946,Year
based on a short story called the greatest gift,Origin
travel to the past to investigate how a deadly virus killed most of mankind,Plot
concluded the saga of frodo baggin s quest to vanquish evil from middle earth,Plot
classic children,Genre
novel by l frank baum,Origin
tells the story of a young girl in a far away land who tries to get back home,Plot
rachel mcadams,Actor
based on a sparks novel,Origin
daniel craig,Actor
james bond,Character_Name
futuristic,Genre
a cop tracking down a gang of reality drug dealers,Plot
roddy mcdowall,Actor
1943,Year
a boy given a horse to raise,Plot
british drama,Genre
danny boyle,Director
indian teenager who is playing who wants to be a millionaire,Plot
convict who gets released from prison and sets about terrorizing the da who put him away,Plot
bette davis paul henreid,Actor
claude rains,Actor
romantic,Genre
fourth,Relationship
kathryn mccormick,Actor
kevin costner,Actor
elliot ness,Character_Name
sean connery,Actor
al capone,Character_Name
musical mock documentary,Genre
rob reiner,Director
the fictional heavy metal music band,Plot
mean girls for adult woman,Plot
jamie lee curtis signorney weaver kristen bell,Actor
betty white,Actor
against each other in a war of she said she said,Plot
the story of a family living in missouri at the time of the louisiana purchase exposition world s fair in 1904,Plot
befriends a prostitute and plots to kill a presidential candidate,Plot
akira kurosawa,Director
multiple tellings of a violent rape in the japanese countryside,Plot
darren aronofsky,Director
descending into madness,Plot
male and female wolf breaking pack rules to fall in love,Plot
a savior to group of jews during the nazi holocaust,Plot
credited with killing a notorious gunman actually shot by john wayne,Plot
disney animated,Genre
john c reilly,Actor
villain who wants to be a hero,Plot
political satire,Genre
favorite among fans of the,Opinion
marx brothers,Actor
groucho marx,Actor
most famous,Opinion
a group of people who attempt to survive an animal attack on a seaside town,Plot
a retired agent who must get his old comrades back into the spy world to save the day,Plot
funny,Genre
katie holmes,Actor
david bowie,Actor
goblin king,Character_Name
jim henson,Director
fantasy adventure musical,Genre
fifth installment in a series of films,Relationship
characters that are trying to outwit death,Plot
swedish,Genre
three sisters paying their respects to the fourth sister who is dying,Plot
corresponds with god giving moses something at the top of a mountain,Plot
